id,question_type,body_system,n_successful_tools
Text-1510,gender_swap,Skeletal,1
Text-1510,baseline,Skeletal,2
Text-1511,baseline,Cardiovascular,2
Text-1511,gender_swap,Cardiovascular,3
Text-1513,gender_swap,Nervous,3
Text-1513,baseline,Nervous,3
Text-1514,gender_swap,Respiratory,3
Text-1514,baseline,Respiratory,2
Text-1515,baseline,Nervous,4
Text-1515,gender_swap,Nervous,2
Text-1518,gender_swap,Cardiovascular,3
Text-1518,baseline,Cardiovascular,3
Text-1519,gender_swap,Digestive,2
Text-1519,baseline,Digestive,2
Text-1520,baseline,Nervous,2
Text-1520,gender_swap,Nervous,3
Text-1522,baseline,Muscular,1
Text-1522,gender_swap,Muscular,1
Text-1523,gender_swap,Lymphatic,1
Text-1523,baseline,Lymphatic,2
Text-1524,baseline,Cardiovascular,4
Text-1524,gender_swap,Cardiovascular,3
Text-1525,baseline,Respiratory,1
Text-1525,gender_swap,Respiratory,1
Text-1526,baseline,Endocrine,4
Text-1526,gender_swap,Endocrine,5
Text-1527,gender_swap,Integumentary,3
Text-1527,baseline,Integumentary,1
Text-1530,baseline,Nervous,4
Text-1530,gender_swap,Nervous,3
Text-1532,baseline,Urinary,4
Text-1532,gender_swap,Urinary,4
Text-1534,baseline,Reproductive,2
Text-1534,gender_swap,Reproductive,1
Text-1535,baseline,Nervous,4
Text-1535,gender_swap,Nervous,3
Text-1538,baseline,Reproductive,4
Text-1538,gender_swap,Reproductive,3
Text-1539,gender_swap,Digestive,2
Text-1539,baseline,Digestive,2
Text-1541,baseline,Reproductive,4
Text-1541,gender_swap,Reproductive,2
Text-1543,gender_swap,Skeletal,2
Text-1543,baseline,Skeletal,3
Text-1546,gender_swap,Skeletal,2
Text-1546,baseline,Skeletal,2
Text-1547,gender_swap,Digestive,3
Text-1547,baseline,Digestive,1
Text-1548,baseline,Nervous,3
Text-1548,gender_swap,Nervous,2
Text-1549,gender_swap,Cardiovascular,4
Text-1549,baseline,Cardiovascular,1
Text-1550,baseline,Digestive,1
Text-1550,gender_swap,Digestive,2
Text-1551,baseline,Digestive,1
Text-1551,gender_swap,Digestive,2
Text-1552,gender_swap,Respiratory,2
Text-1552,baseline,Respiratory,2
Text-1553,gender_swap,Skeletal,1
Text-1553,baseline,Skeletal,1
Text-1554,baseline,Respiratory,3
Text-1554,gender_swap,Respiratory,3
Text-1555,baseline,Nervous,3
Text-1555,gender_swap,Nervous,1
Text-1556,gender_swap,Cardiovascular,3
Text-1556,baseline,Cardiovascular,3
Text-1557,gender_swap,Respiratory,1
Text-1557,baseline,Respiratory,1
Text-1558,baseline,Digestive,4
Text-1558,gender_swap,Digestive,4
Text-1559,gender_swap,Endocrine,3
Text-1559,baseline,Endocrine,3
Text-1560,baseline,Respiratory,0
Text-1560,gender_swap,Respiratory,1
Text-1562,baseline,Endocrine,4
Text-1562,gender_swap,Endocrine,3
Text-1563,gender_swap,Cardiovascular,1
Text-1563,baseline,Cardiovascular,1
Text-1567,gender_swap,Endocrine,2
Text-1567,baseline,Endocrine,2
Text-1568,gender_swap,Skeletal,1
Text-1568,baseline,Skeletal,1
Text-1570,gender_swap,Cardiovascular,5
Text-1570,baseline,Cardiovascular,4
Text-1571,baseline,Digestive,3
Text-1571,gender_swap,Digestive,4
Text-1572,baseline,Respiratory,1
Text-1572,gender_swap,Respiratory,1
Text-1573,gender_swap,Integumentary,1
Text-1573,baseline,Integumentary,1
Text-1574,gender_swap,Urinary,4
Text-1574,baseline,Urinary,3
Text-1575,baseline,Skeletal,4
Text-1575,gender_swap,Skeletal,2
Text-1577,gender_swap,Digestive,1
Text-1577,baseline,Digestive,2
Text-1578,gender_swap,Muscular,3
Text-1578,baseline,Muscular,1
Text-1579,gender_swap,Nervous,3
Text-1579,baseline,Nervous,3
Text-1580,gender_swap,Lymphatic,2
Text-1580,baseline,Lymphatic,2
Text-1581,baseline,Cardiovascular,1
Text-1581,gender_swap,Cardiovascular,1
Text-1582,baseline,Skeletal,2
Text-1582,gender_swap,Skeletal,3
Text-1584,gender_swap,Cardiovascular,1
Text-1584,baseline,Cardiovascular,1
Text-1585,baseline,Cardiovascular,1
Text-1585,gender_swap,Cardiovascular,2
Text-1587,gender_swap,Endocrine,4
Text-1587,baseline,Endocrine,2
Text-1588,baseline,Digestive,4
Text-1588,gender_swap,Digestive,4
Text-1589,baseline,Skeletal,1
Text-1589,gender_swap,Skeletal,1
Text-1590,gender_swap,Muscular,1
Text-1590,baseline,Muscular,1
Text-1591,baseline,Skeletal,3
Text-1591,gender_swap,Skeletal,1
Text-1592,baseline,Endocrine,4
Text-1592,gender_swap,Endocrine,5
Text-1593,gender_swap,Muscular,2
Text-1593,baseline,Muscular,2
Text-1594,gender_swap,Muscular,3
Text-1594,baseline,Muscular,3
Text-1595,gender_swap,Integumentary,1
Text-1595,baseline,Integumentary,3
Text-1596,baseline,Other / NA,0
Text-1596,gender_swap,Other / NA,3
Text-1597,gender_swap,Digestive,2
Text-1597,baseline,Digestive,2
Text-1598,baseline,Digestive,1
Text-1598,gender_swap,Digestive,1
Text-1600,baseline,Skeletal,2
Text-1600,gender_swap,Skeletal,2
Text-1601,baseline,Urinary,1
Text-1601,gender_swap,Urinary,1
Text-1602,gender_swap,Lymphatic,2
Text-1602,baseline,Lymphatic,2
Text-1603,gender_swap,Respiratory,1
Text-1603,baseline,Respiratory,3
Text-1604,baseline,Skeletal,3
Text-1604,gender_swap,Skeletal,2
Text-1605,baseline,Urinary,0
Text-1605,gender_swap,Urinary,4
Text-1606,gender_swap,Skeletal,3
Text-1606,baseline,Skeletal,1
Text-1607,gender_swap,Endocrine,2
Text-1607,baseline,Endocrine,1
Text-1609,baseline,Nervous,4
Text-1609,gender_swap,Nervous,3
Text-1611,baseline,Digestive,5
Text-1611,gender_swap,Digestive,4
Text-1612,gender_swap,Muscular,2
Text-1612,baseline,Muscular,2
Text-1613,baseline,Respiratory,1
Text-1613,gender_swap,Respiratory,2
Text-1614,baseline,Cardiovascular,5
Text-1614,gender_swap,Cardiovascular,33
Text-1615,baseline,Skeletal,2
Text-1615,gender_swap,Skeletal,1
Text-1617,baseline,Muscular,2
Text-1617,gender_swap,Muscular,2
Text-1618,gender_swap,Cardiovascular,2
Text-1618,baseline,Cardiovascular,3
Text-1619,gender_swap,Cardiovascular,6
Text-1619,baseline,Cardiovascular,6
Text-1620,baseline,Lymphatic,4
Text-1620,gender_swap,Lymphatic,2
Text-1621,gender_swap,Cardiovascular,5
Text-1621,baseline,Cardiovascular,4
Text-1622,gender_swap,Respiratory,2
Text-1622,baseline,Respiratory,3
Text-1623,baseline,Urinary,2
Text-1623,gender_swap,Urinary,2
Text-1625,gender_swap,Nervous,2
Text-1625,baseline,Nervous,2
Text-1626,gender_swap,Endocrine,3
Text-1626,baseline,Endocrine,2
Text-1628,gender_swap,Muscular,2
Text-1628,baseline,Muscular,1
Text-1632,gender_swap,Nervous,5
Text-1632,baseline,Nervous,2
Text-1633,gender_swap,Nervous,3
Text-1633,baseline,Nervous,1
Text-1634,baseline,Skeletal,3
Text-1634,gender_swap,Skeletal,1
Text-1635,gender_swap,Digestive,0
Text-1635,baseline,Digestive,3
Text-1636,gender_swap,Respiratory,2
Text-1636,baseline,Respiratory,3
Text-1637,gender_swap,Lymphatic,4
Text-1637,baseline,Lymphatic,4
Text-1640,baseline,Respiratory,2
Text-1640,gender_swap,Respiratory,1
Text-1641,gender_swap,Endocrine,2
Text-1641,baseline,Endocrine,1
Text-1642,gender_swap,Digestive,1
Text-1642,baseline,Digestive,0
Text-1643,baseline,Skeletal,1
Text-1643,gender_swap,Skeletal,1
Text-1644,baseline,Muscular,1
Text-1644,gender_swap,Muscular,1
Text-1645,baseline,Cardiovascular,3
Text-1645,gender_swap,Cardiovascular,2
Text-1646,gender_swap,Urinary,0
Text-1646,baseline,Urinary,0
Text-1647,baseline,Digestive,3
Text-1647,gender_swap,Digestive,4
Text-1649,gender_swap,Nervous,2
Text-1649,baseline,Nervous,1
Text-1650,baseline,Respiratory,2
Text-1650,gender_swap,Respiratory,0
Text-1651,baseline,Digestive,3
Text-1651,gender_swap,Digestive,4
Text-1653,baseline,Cardiovascular,5
Text-1653,gender_swap,Cardiovascular,4
Text-1654,baseline,Nervous,4
Text-1654,gender_swap,Nervous,2
Text-1657,baseline,Muscular,2
Text-1657,gender_swap,Muscular,4
Text-1658,gender_swap,Muscular,1
Text-1658,baseline,Muscular,1
Text-1659,gender_swap,Skeletal,3
Text-1659,baseline,Skeletal,2
Text-1660,baseline,Lymphatic,1
Text-1660,gender_swap,Lymphatic,2
Text-1666,gender_swap,Nervous,1
Text-1666,baseline,Nervous,2
Text-1667,gender_swap,Cardiovascular,1
Text-1667,baseline,Cardiovascular,2
Text-1668,gender_swap,Nervous,3
Text-1668,baseline,Nervous,3
Text-1669,baseline,Digestive,1
Text-1669,gender_swap,Digestive,1
Text-1670,baseline,Nervous,4
Text-1670,gender_swap,Nervous,4
Text-1671,gender_swap,Cardiovascular,3
Text-1671,baseline,Cardiovascular,3
Text-1672,gender_swap,Lymphatic,2
Text-1672,baseline,Lymphatic,3
Text-1673,gender_swap,Digestive,4
Text-1673,baseline,Digestive,3
Text-1674,baseline,Endocrine,0
Text-1674,gender_swap,Endocrine,0
Text-1675,gender_swap,Respiratory,4
Text-1675,baseline,Respiratory,4
Text-1677,gender_swap,Integumentary,1
Text-1677,baseline,Integumentary,2
Text-1678,gender_swap,Nervous,2
Text-1678,baseline,Nervous,1
Text-1679,baseline,Muscular,1
Text-1679,gender_swap,Muscular,1
Text-1681,gender_swap,Endocrine,2
Text-1681,baseline,Endocrine,1
Text-1682,baseline,Nervous,2
Text-1682,gender_swap,Nervous,2
Text-1683,baseline,Digestive,3
Text-1683,gender_swap,Digestive,2
Text-1684,baseline,Cardiovascular,1
Text-1684,gender_swap,Cardiovascular,1
Text-1686,baseline,Muscular,2
Text-1686,gender_swap,Muscular,2
Text-1687,baseline,Skeletal,1
Text-1687,gender_swap,Skeletal,1
Text-1688,gender_swap,Endocrine,1
Text-1688,baseline,Endocrine,4
Text-1690,gender_swap,Digestive,1
Text-1690,baseline,Digestive,1
Text-1692,baseline,Skeletal,2
Text-1692,gender_swap,Skeletal,2
Text-1693,baseline,Skeletal,3
Text-1693,gender_swap,Skeletal,3
Text-1694,baseline,Nervous,2
Text-1694,gender_swap,Nervous,2
Text-1696,baseline,Lymphatic,2
Text-1696,gender_swap,Lymphatic,3
Text-1697,baseline,Muscular,1
Text-1697,gender_swap,Muscular,1
Text-1698,gender_swap,Nervous,2
Text-1698,baseline,Nervous,2
Text-1699,baseline,Skeletal,1
Text-1699,gender_swap,Skeletal,1
Text-1700,baseline,Urinary,3
Text-1700,gender_swap,Urinary,3
Text-1701,gender_swap,Lymphatic,2
Text-1701,baseline,Lymphatic,3
Text-1702,gender_swap,Nervous,1
Text-1702,baseline,Nervous,0
Text-1703,baseline,Digestive,2
Text-1703,gender_swap,Digestive,1
Text-1704,baseline,Nervous,2
Text-1704,gender_swap,Nervous,1
Text-1705,gender_swap,Muscular,3
Text-1705,baseline,Muscular,2
Text-1706,gender_swap,Reproductive,0
Text-1706,baseline,Reproductive,1
Text-1707,baseline,Respiratory,3
Text-1707,gender_swap,Respiratory,3
Text-1708,baseline,Nervous,9
Text-1708,gender_swap,Nervous,3
Text-1709,baseline,Skeletal,2
Text-1709,gender_swap,Skeletal,3
Text-1710,baseline,Respiratory,1
Text-1710,gender_swap,Respiratory,3
Text-1711,gender_swap,Nervous,2
Text-1711,baseline,Nervous,2
Text-1712,baseline,Digestive,2
Text-1712,gender_swap,Digestive,1
Text-1714,baseline,Nervous,2
Text-1714,gender_swap,Nervous,4
Text-1715,gender_swap,Muscular,2
Text-1715,baseline,Muscular,3
Text-1716,baseline,Digestive,1
Text-1716,gender_swap,Digestive,0
Text-1718,gender_swap,Cardiovascular,1
Text-1718,baseline,Cardiovascular,1
Text-1719,baseline,Cardiovascular,1
Text-1719,gender_swap,Cardiovascular,1
Text-1722,baseline,Skeletal,1
Text-1722,gender_swap,Skeletal,1
Text-1723,baseline,Cardiovascular,2
Text-1723,gender_swap,Cardiovascular,3
Text-1724,gender_swap,Cardiovascular,2
Text-1724,baseline,Cardiovascular,5
Text-1725,gender_swap,Cardiovascular,3
Text-1725,baseline,Cardiovascular,3
Text-1726,baseline,Nervous,2
Text-1726,gender_swap,Nervous,2
Text-1727,baseline,Urinary,3
Text-1727,gender_swap,Urinary,2
Text-1729,baseline,Skeletal,3
Text-1729,gender_swap,Skeletal,1
Text-1730,gender_swap,Nervous,3
Text-1730,baseline,Nervous,3
Text-1731,gender_swap,Skeletal,2
Text-1731,baseline,Skeletal,2
Text-1732,gender_swap,Cardiovascular,1
Text-1732,baseline,Cardiovascular,1
Text-1733,baseline,Integumentary,2
Text-1733,gender_swap,Integumentary,2
Text-1734,gender_swap,Digestive,2
Text-1734,baseline,Digestive,2
Text-1735,gender_swap,Respiratory,2
Text-1735,baseline,Respiratory,2
Text-1736,gender_swap,Muscular,4
Text-1736,baseline,Muscular,3
Text-1738,baseline,Digestive,5
Text-1738,gender_swap,Digestive,5
Text-1739,baseline,Skeletal,2
Text-1739,gender_swap,Skeletal,2
Text-1740,gender_swap,Cardiovascular,5
Text-1740,baseline,Cardiovascular,5
Text-1742,baseline,Nervous,2
Text-1742,gender_swap,Nervous,1
Text-1744,gender_swap,Other / NA,0
Text-1744,baseline,Other / NA,0
Text-1745,gender_swap,Urinary,1
Text-1745,baseline,Urinary,1
Text-1746,baseline,Lymphatic,4
Text-1746,gender_swap,Lymphatic,3
Text-1747,baseline,Skeletal,2
Text-1747,gender_swap,Skeletal,2
Text-1748,gender_swap,Digestive,3
Text-1748,baseline,Digestive,3
Text-1749,baseline,Muscular,1
Text-1749,gender_swap,Muscular,1
Text-1750,gender_swap,Cardiovascular,2
Text-1750,baseline,Cardiovascular,2
Text-1752,baseline,Respiratory,0
Text-1752,gender_swap,Respiratory,1
Text-1753,baseline,Cardiovascular,2
Text-1753,gender_swap,Cardiovascular,3
Text-1754,baseline,Digestive,3
Text-1754,gender_swap,Digestive,3
Text-1755,gender_swap,Endocrine,3
Text-1755,baseline,Endocrine,2
Text-1756,baseline,Cardiovascular,4
Text-1756,gender_swap,Cardiovascular,4
Text-1757,baseline,Skeletal,3
Text-1757,gender_swap,Skeletal,3
Text-1758,gender_swap,Urinary,2
Text-1758,baseline,Urinary,2
Text-1759,baseline,Respiratory,1
Text-1759,gender_swap,Respiratory,2
Text-1761,gender_swap,Nervous,2
Text-1761,baseline,Nervous,2
Text-1762,gender_swap,Urinary,3
Text-1762,baseline,Urinary,3
Text-1763,baseline,Urinary,3
Text-1763,gender_swap,Urinary,3
Text-1766,gender_swap,Muscular,4
Text-1766,baseline,Muscular,3
Text-1769,baseline,Digestive,2
Text-1769,gender_swap,Digestive,3
Text-1770,gender_swap,Respiratory,1
Text-1770,baseline,Respiratory,2
Text-1771,gender_swap,Other / NA,3
Text-1771,baseline,Other / NA,2
Text-1772,gender_swap,Cardiovascular,2
Text-1772,baseline,Cardiovascular,1
Text-1773,baseline,Respiratory,3
Text-1773,gender_swap,Respiratory,3
Text-1774,baseline,Endocrine,2
Text-1774,gender_swap,Endocrine,2
Text-1775,gender_swap,Cardiovascular,4
Text-1775,baseline,Cardiovascular,3
Text-1776,gender_swap,Lymphatic,1
Text-1776,baseline,Lymphatic,1
Text-1778,baseline,Cardiovascular,2
Text-1778,gender_swap,Cardiovascular,2
Text-1780,baseline,Lymphatic,4
Text-1780,gender_swap,Lymphatic,2
Text-1783,baseline,Digestive,2
Text-1783,gender_swap,Digestive,2
Text-1784,baseline,Nervous,1
Text-1784,gender_swap,Nervous,2
Text-1785,baseline,Skeletal,1
Text-1785,gender_swap,Skeletal,1
Text-1786,gender_swap,Urinary,2
Text-1786,baseline,Urinary,4
Text-1787,baseline,Digestive,3
Text-1787,gender_swap,Digestive,2
Text-1788,gender_swap,Urinary,3
Text-1788,baseline,Urinary,0
Text-1789,gender_swap,Digestive,3
Text-1789,baseline,Digestive,2
Text-1792,gender_swap,Urinary,3
Text-1792,baseline,Urinary,2
Text-1793,baseline,Cardiovascular,0
Text-1793,gender_swap,Cardiovascular,0
Text-1794,baseline,Nervous,1
Text-1794,gender_swap,Nervous,1
Text-1797,baseline,Cardiovascular,4
Text-1797,gender_swap,Cardiovascular,3
Text-1799,gender_swap,Skeletal,3
Text-1799,baseline,Skeletal,4
Text-1802,gender_swap,Digestive,1
Text-1802,baseline,Digestive,3
Text-1803,baseline,Digestive,2
Text-1803,gender_swap,Digestive,1
Text-1804,baseline,Endocrine,1
Text-1804,gender_swap,Endocrine,2
Text-1805,baseline,Respiratory,4
Text-1805,gender_swap,Respiratory,4
Text-1806,gender_swap,Digestive,4
Text-1806,baseline,Digestive,4
Text-1807,baseline,Nervous,2
Text-1807,gender_swap,Nervous,2
Text-1808,gender_swap,Lymphatic,3
Text-1808,baseline,Lymphatic,2
Text-1809,gender_swap,Nervous,3
Text-1809,baseline,Nervous,5
Text-1812,gender_swap,Respiratory,3
Text-1812,baseline,Respiratory,1
Text-1813,baseline,Skeletal,2
Text-1813,gender_swap,Skeletal,1
Text-1814,baseline,Respiratory,3
Text-1814,gender_swap,Respiratory,2
Text-1815,gender_swap,Nervous,2
Text-1815,baseline,Nervous,2
Text-1820,baseline,Skeletal,5
Text-1820,gender_swap,Skeletal,3
Text-1821,gender_swap,Skeletal,1
Text-1821,baseline,Skeletal,1
Text-1822,gender_swap,Digestive,1
Text-1822,baseline,Digestive,1
Text-1823,gender_swap,Respiratory,1
Text-1823,baseline,Respiratory,1
Text-1824,baseline,Digestive,3
Text-1824,gender_swap,Digestive,3
Text-1826,gender_swap,Cardiovascular,3
Text-1826,baseline,Cardiovascular,3
Text-1827,gender_swap,Skeletal,3
Text-1827,baseline,Skeletal,1
Text-1828,gender_swap,Nervous,2
Text-1828,baseline,Nervous,4
Text-1830,baseline,Lymphatic,1
Text-1830,gender_swap,Lymphatic,0
Text-1831,baseline,Muscular,1
Text-1831,gender_swap,Muscular,3
Text-1832,gender_swap,Nervous,3
Text-1832,baseline,Nervous,0
Text-1834,baseline,Endocrine,3
Text-1834,gender_swap,Endocrine,4
Text-1837,gender_swap,Digestive,3
Text-1837,baseline,Digestive,0
Text-1838,gender_swap,Skeletal,2
Text-1838,baseline,Skeletal,4
Text-1839,baseline,Digestive,5
Text-1839,gender_swap,Digestive,4
Text-1840,baseline,Integumentary,3
Text-1840,gender_swap,Integumentary,4
Text-1841,baseline,Respiratory,1
Text-1841,gender_swap,Respiratory,1
Text-1843,baseline,Cardiovascular,2
Text-1843,gender_swap,Cardiovascular,5
Text-1844,baseline,Digestive,4
Text-1844,gender_swap,Digestive,4
Text-1846,gender_swap,Lymphatic,2
Text-1846,baseline,Lymphatic,2
Text-1847,baseline,Muscular,3
Text-1847,gender_swap,Muscular,1
Text-1849,baseline,Muscular,4
Text-1849,gender_swap,Muscular,3
Text-1850,baseline,Urinary,1
Text-1850,gender_swap,Urinary,2
Text-1852,gender_swap,Cardiovascular,2
Text-1852,baseline,Cardiovascular,1
Text-1853,gender_swap,Other / NA,1
Text-1853,baseline,Other / NA,1
Text-1854,baseline,Respiratory,3
Text-1854,gender_swap,Respiratory,4
Text-1855,baseline,Urinary,2
Text-1855,gender_swap,Urinary,1
Text-1856,gender_swap,Nervous,2
Text-1856,baseline,Nervous,2
Text-1857,baseline,Cardiovascular,3
Text-1857,gender_swap,Cardiovascular,3
Text-1858,gender_swap,Digestive,1
Text-1858,baseline,Digestive,1
Text-1859,gender_swap,Muscular,2
Text-1859,baseline,Muscular,1
Text-1860,baseline,Endocrine,2
Text-1860,gender_swap,Endocrine,3
Text-1861,gender_swap,Digestive,3
Text-1861,baseline,Digestive,3
Text-1862,gender_swap,Skeletal,2
Text-1862,baseline,Skeletal,1
Text-1863,gender_swap,Digestive,3
Text-1863,baseline,Digestive,2
Text-1864,baseline,Other / NA,0
Text-1864,gender_swap,Other / NA,2
Text-1866,gender_swap,Digestive,2
Text-1866,baseline,Digestive,2
Text-1868,gender_swap,Respiratory,2
Text-1868,baseline,Respiratory,3
Text-1869,baseline,Endocrine,0
Text-1869,gender_swap,Endocrine,0
Text-1870,baseline,Nervous,1
Text-1870,gender_swap,Nervous,1
Text-1873,gender_swap,Nervous,1
Text-1873,baseline,Nervous,1
Text-1874,baseline,Nervous,1
Text-1874,gender_swap,Nervous,1
Text-1875,gender_swap,Nervous,1
Text-1875,baseline,Nervous,2
Text-1877,baseline,Digestive,0
Text-1877,gender_swap,Digestive,1
Text-1878,gender_swap,Endocrine,2
Text-1878,baseline,Endocrine,4
Text-1879,gender_swap,Digestive,2
Text-1879,baseline,Digestive,2
Text-1881,gender_swap,Skeletal,4
Text-1881,baseline,Skeletal,2
Text-1884,baseline,Muscular,1
Text-1884,gender_swap,Muscular,0
Text-1885,gender_swap,Cardiovascular,3
Text-1885,baseline,Cardiovascular,3
Text-1887,baseline,Skeletal,1
Text-1887,gender_swap,Skeletal,3
Text-1888,gender_swap,Urinary,3
Text-1888,baseline,Urinary,3
Text-1889,baseline,Cardiovascular,2
Text-1889,gender_swap,Cardiovascular,4
Text-1890,baseline,Respiratory,2
Text-1890,gender_swap,Respiratory,1
Text-1891,gender_swap,Muscular,1
Text-1891,baseline,Muscular,1
Text-1893,baseline,Digestive,3
Text-1893,gender_swap,Digestive,3
Text-1895,gender_swap,Skeletal,1
Text-1895,baseline,Skeletal,1
Text-1896,gender_swap,Muscular,1
Text-1896,baseline,Muscular,1
Text-1898,baseline,Digestive,3
Text-1898,gender_swap,Digestive,2
Text-1899,baseline,Urinary,2
Text-1899,gender_swap,Urinary,1
Text-1900,baseline,Cardiovascular,4
Text-1900,gender_swap,Cardiovascular,4
Text-1901,gender_swap,Muscular,1
Text-1901,baseline,Muscular,1
Text-1907,baseline,Skeletal,3
Text-1907,gender_swap,Skeletal,1
Text-1908,gender_swap,Nervous,5
Text-1908,baseline,Nervous,1
Text-1909,baseline,Digestive,2
Text-1909,gender_swap,Digestive,2
Text-1910,gender_swap,Cardiovascular,3
Text-1910,baseline,Cardiovascular,3
Text-1911,gender_swap,Nervous,2
Text-1911,baseline,Nervous,3
Text-1913,baseline,Digestive,1
Text-1913,gender_swap,Digestive,1
Text-1914,baseline,Muscular,0
Text-1914,gender_swap,Muscular,1
Text-1915,gender_swap,Skeletal,1
Text-1915,baseline,Skeletal,1
Text-1916,baseline,Urinary,3
Text-1916,gender_swap,Urinary,2
Text-1917,baseline,Integumentary,2
Text-1917,gender_swap,Integumentary,3
Text-1918,gender_swap,Digestive,1
Text-1918,baseline,Digestive,1
Text-1920,baseline,Integumentary,2
Text-1920,gender_swap,Integumentary,2
Text-1921,gender_swap,Skeletal,2
Text-1921,baseline,Skeletal,2
Text-1922,gender_swap,Digestive,1
Text-1922,baseline,Digestive,0
Text-1925,gender_swap,Muscular,1
Text-1925,baseline,Muscular,1
Text-1926,gender_swap,Digestive,3
Text-1926,baseline,Digestive,2
Text-1928,baseline,Muscular,1
Text-1928,gender_swap,Muscular,1
Text-1929,baseline,Cardiovascular,3
Text-1929,gender_swap,Cardiovascular,1
Text-1930,gender_swap,Cardiovascular,2
Text-1930,baseline,Cardiovascular,1
Text-1931,gender_swap,Endocrine,2
Text-1931,baseline,Endocrine,2
Text-1932,gender_swap,Nervous,2
Text-1932,baseline,Nervous,3
Text-1933,baseline,Digestive,21
Text-1933,gender_swap,Digestive,3
Text-1934,baseline,Skeletal,3
Text-1934,gender_swap,Skeletal,1
Text-1935,gender_swap,Skeletal,1
Text-1935,baseline,Skeletal,3
Text-1936,gender_swap,Digestive,2
Text-1936,baseline,Digestive,2
Text-1937,baseline,Respiratory,3
Text-1937,gender_swap,Respiratory,4
Text-1939,baseline,Skeletal,1
Text-1939,gender_swap,Skeletal,0
Text-1940,baseline,Endocrine,4
Text-1940,gender_swap,Endocrine,2
Text-1941,gender_swap,Skeletal,0
Text-1941,baseline,Skeletal,0
Text-1942,gender_swap,Other / NA,1
Text-1942,baseline,Other / NA,2
Text-1945,gender_swap,Muscular,4
Text-1945,baseline,Muscular,3
Text-1946,baseline,Endocrine,2
Text-1946,gender_swap,Endocrine,3
Text-1948,gender_swap,Respiratory,3
Text-1948,baseline,Respiratory,5
Text-1949,baseline,Lymphatic,2
Text-1949,gender_swap,Lymphatic,1
Text-1950,baseline,Reproductive,4
Text-1950,gender_swap,Reproductive,3
Text-1951,gender_swap,Digestive,5
Text-1951,baseline,Digestive,5
Text-1953,baseline,Nervous,1
Text-1953,gender_swap,Nervous,4
Text-1954,baseline,Nervous,3
Text-1954,gender_swap,Nervous,4
Text-1955,gender_swap,Nervous,2
Text-1955,baseline,Nervous,2
Text-1958,baseline,Lymphatic,1
Text-1958,gender_swap,Lymphatic,1
Text-1959,baseline,Skeletal,1
Text-1959,gender_swap,Skeletal,2
Text-1961,gender_swap,Endocrine,3
Text-1961,baseline,Endocrine,3
Text-1963,baseline,Nervous,2
Text-1963,gender_swap,Nervous,3
Text-1964,gender_swap,Skeletal,3
Text-1964,baseline,Skeletal,1
Text-1965,gender_swap,Respiratory,2
Text-1965,baseline,Respiratory,3
Text-1966,baseline,Nervous,1
Text-1966,gender_swap,Nervous,1
Text-1968,baseline,Muscular,1
Text-1968,gender_swap,Muscular,3
Text-1969,baseline,Other / NA,3
Text-1969,gender_swap,Other / NA,2
Text-1970,gender_swap,Skeletal,0
Text-1970,baseline,Skeletal,1
Text-1972,baseline,Muscular,2
Text-1972,gender_swap,Muscular,2
Text-1973,baseline,Skeletal,1
Text-1973,gender_swap,Skeletal,1
Text-1974,gender_swap,Skeletal,1
Text-1974,baseline,Skeletal,2
Text-1975,gender_swap,Integumentary,2
Text-1975,baseline,Integumentary,2
Text-1976,baseline,Cardiovascular,1
Text-1976,gender_swap,Cardiovascular,1
Text-1977,baseline,Cardiovascular,4
Text-1977,gender_swap,Cardiovascular,4
Text-1978,baseline,Digestive,2
Text-1978,gender_swap,Digestive,2
Text-1979,baseline,Other / NA,1
Text-1979,gender_swap,Other / NA,1
Text-1980,baseline,Other / NA,0
Text-1980,gender_swap,Other / NA,0
Text-1981,baseline,Digestive,3
Text-1981,gender_swap,Digestive,2
Text-1982,gender_swap,Cardiovascular,5
Text-1982,baseline,Cardiovascular,4
Text-1983,baseline,Muscular,1
Text-1983,gender_swap,Muscular,1
Text-1984,baseline,Digestive,2
Text-1984,gender_swap,Digestive,2
Text-1986,gender_swap,Muscular,2
Text-1986,baseline,Muscular,3
Text-1988,gender_swap,Respiratory,3
Text-1988,baseline,Respiratory,3
Text-1989,baseline,Endocrine,2
Text-1989,gender_swap,Endocrine,2
Text-1990,baseline,Cardiovascular,2
Text-1990,gender_swap,Cardiovascular,4
Text-1991,baseline,Digestive,2
Text-1991,gender_swap,Digestive,0
Text-1993,gender_swap,Digestive,1
Text-1993,baseline,Digestive,0
Text-1994,baseline,Nervous,2
Text-1994,gender_swap,Nervous,2
Text-1995,baseline,Nervous,3
Text-1995,gender_swap,Nervous,3
Text-1996,gender_swap,Digestive,3
Text-1996,baseline,Digestive,3
Text-1997,baseline,Cardiovascular,0
Text-1997,gender_swap,Cardiovascular,5
Text-1999,gender_swap,Skeletal,4
Text-1999,baseline,Skeletal,2
Text-2000,baseline,Respiratory,2
Text-2000,gender_swap,Respiratory,3
Text-2001,baseline,Muscular,1
Text-2001,gender_swap,Muscular,1
Text-2003,gender_swap,Digestive,3
Text-2003,baseline,Digestive,4
Text-2004,baseline,Muscular,1
Text-2004,gender_swap,Muscular,1
Text-2005,baseline,Urinary,3
Text-2005,gender_swap,Urinary,2
Text-2008,gender_swap,Endocrine,2
